"","FBgn","Symbol","CHR","Complex","A3FH1","A3FH2","A3FH3","A3MH1","A3MH2","A3MH3","A40FH1","A40FH2","A40FH3","A9FH1","A9FH2","A9FH3","A9MH1","A9MH2","A9MH3","S3FH1","S3FH2","S3FH3","S3MH1","S3MH2","S3MH3","S40FH1","S40FH2","S40FH3","S9FH1","S9FH2","S9FH3","S9MH1","S9MH2","S9MH3"
"ND-30","FBgn0266582","ND-30","3L","Complex I",1.075269718987,0.543555628949527,1.06001143349604,0.356510050920401,0.756791361665021,0.175523678746748,-2.06268998929758,-1.81498017079037,-1.45172036457315,-0.5542359448378,-0.511267128854691,0.763815722736727,-0.782303377516391,-0.922693890501611,-0.847490881124748,1.17898051937705,0.0661060865165298,1.04377967049884,0.959573172552613,0.709041402497737,0.330066270941754,0.011134407054964,1.5984868919927,-0.448636803993674,-0.175548371659369,0.322630599087471,-0.568285171231479,1.59839175508563,-1.11839579351818,-1.29142048320769
"SdhB","FBgn0014028","SdhB","2R","Complex II",1.18976527018613,1.57437984351066,1.7783529431841,1.14667268213027,1.1938584120809,1.4017790590637,-0.249805055937784,-0.865249751696561,-0.50227393014696,-0.0314801127394096,-0.527367404213912,1.17860135891524,-0.540360483835642,0.631910001109098,0.736108145306365,0.171538764601459,0.315347243129659,-2.01932873483348,-0.144907468824763,0.429922269333326,0.601496982205351,-0.904697222229497,-0.561284599597224,-1.04276727805577,-0.295196744546706,-1.25290901133084,-1.18687409761853,0.262178472262791,-1.08495545775263,-1.40245409365935
"SdhC","FBgn0037873","SdhC","3R","Complex II",0.817455845060064,0.606274993927698,0.836824079550656,0.449455544755861,0.461492686191802,0.158689654143366,-1.32632922063503,-0.985368471772947,-1.10365287839044,-0.527966075464415,-0.242988034473532,0.474231929655594,-0.0908919540592914,-0.54185990651584,-0.523063534521844,1.17696508560849,-0.0819145171859932,0.988616703538988,-0.00511350803918238,-0.187976891481371,-0.135206649923942,-0.802300073260883,0.398477076849659,-1.10158307156805,-0.352783714452048,0.586060285223623,-0.343366657550493,3.70627247401476,-0.759397688184347,-1.54905351104093
"SdhD","FBgn0039112","SdhD","3R","Complex II",1.64459036246014,1.34757706234258,1.47306193220981,1.14005550666014,1.42169957158854,1.15134466631344,-1.08158189261193,-1.48713744317635,-0.571945619222737,-0.391371403399743,-0.840493567839832,0.559344973466325,-0.944577864493788,-0.0557842132512982,-0.161082689486227,0.736056692146045,0.524332095778326,-0.828520171124456,0.256440595521871,0.931842094739475,0.928626192864354,-1.22144935976811,-0.503660875766092,-1.22141745801613,-0.43002595338809,-0.701793507643752,-0.982101933767681,1.29351883110502,-1.12917833026953,-0.856368293970325
"SdhA","FBgn0261439","SdhA","2R","Complex II",0.511083460467892,1.07370425311156,1.13955559764527,1.04239160312401,0.861684295937384,0.980045403942545,0.270280155629745,-1.14264806640076,-0.884554691008058,-0.423637485641099,-0.89428085244545,0.239701518717525,-0.305921574713704,0.686360438909322,0.821881395319326,0.345557881429046,0.183287335311073,-0.686266297639224,0.173353825042446,0.618941952850921,0.406249805184664,-1.59348557696175,-1.0824868213023,-1.28749573195264,-0.311333201130244,-0.820381485877119,-1.18914334767047,2.90392000552891,-0.30172428198465,-1.33463951342418
"ox","FBgn0011227","ox","2R","Complex III",-0.440864535263982,-0.491893641225838,-0.508232885183574,-0.478454954375767,-0.459980564041476,-0.610672270654944,-0.865433469136216,-0.128791069489661,-0.849382209381549,-0.744706429969291,0.259709681112066,-0.419942002788581,0.540818827146475,-0.954227411342765,-0.863309193241491,1.05806506280739,-0.784788786392973,1.87757177896895,0.436805366969154,-0.596151386496552,-0.713102146593205,0.293566552585814,1.84116425850015,0.154293682797652,0.122210752840306,1.10603777958721,-0.287832053331631,3.33321918667959,0.166211800727216,-0.991909721812472
"CYTB","FBgn0013678","CYTB","mt","Complex III",1.02014798750561,1.11100932706636,1.01490601397774,0.919884195743681,0.91672682840976,0.91515346618713,0.438132142566477,-0.611622465574937,1.42249973023974,0.831645253018779,-0.929340664831734,1.09037451616089,-1.47305062289084,0.613369393872754,0.0884737553723984,-0.82768990084321,0.737398201065602,-0.77807306746824,-1.11219608081084,0.863757389514765,0.862905383297316,-0.252925156202125,-1.89817862690582,0.314624295639816,-1.44543166578765,-1.30041058657318,0.242204012390517,-1.07423889174701,-1.35851924668609,-0.341534915707646
"RFeSP","FBgn0021906","RFeSP","2L","Complex III",1.452913107004,1.59067974138133,1.26885067267819,1.02953771651603,0.992674605962688,0.989107531455977,-0.813781352224307,-1.61385014456048,-0.68822425184293,-0.0136059034140613,-0.678185019813433,0.813602838433303,-1.21117872296202,-0.425492955239842,-0.29556947482886,0.886796495732433,0.458106058144361,-0.546612185111803,-0.430442611593449,0.593339460939704,0.485444511726881,-0.593369441759435,-0.252102425483479,-1.20346278666226,-0.696418330562134,-0.24924874322947,-0.421366806973791,2.22484327787717,-1.29904349549458,-1.35394136609572
"UQCR-6.4","FBgn0034245","UQCR-6.4","2R","Complex III",-0.116057382430531,-0.342557741729121,-0.140242876973665,-0.288255346611063,-0.293776258283981,-0.52212962058589,-1.27062702337467,-0.502100735967264,-1.21506568477829,-0.780569636203366,-0.0476619962529465,-0.394590079098734,0.264333158422522,-0.921635409385255,-0.891786993393395,1.66263809885463,-0.597200046735868,2.0454489803148,0.634821224391301,-0.367348534919519,-0.461604552214869,-0.177521914567486,1.55197933335169,-0.211966677241465,-0.0128768003704042,1.12679930885215,-0.226488150797777,3.15855582389133,0.180912303093288,-0.84342476925615
"Cyt-c1","FBgn0035600","Cyt-c1","3L","Complex III",0.896575568360844,1.14438492502571,1.28484490356605,0.549913259272424,0.372567523650146,0.476851955973332,-1.18907461466776,-1.35374228462642,-1.17183402570142,-0.550953828352435,-0.70356130093615,0.382750438061895,-0.475043054505547,-0.779901125152656,-0.465277226871018,1.79471225490554,0.565201365900702,1.83308161658674,0.123749339473721,-0.0488252096101163,0.179995202819574,-0.746136353561802,-0.37047016785768,-0.770392541220866,-0.309567077661112,0.263918641648106,-0.784302673005001,2.24017485184436,-0.466957998824821,-1.92268236453433
"UQCR-Q","FBgn0036728","UQCR-Q","3L","Complex III",0.715236953410844,0.641525890988417,0.571637420467999,0.389191284586063,0.324600516193553,0.350348920785156,-1.43101189570544,-1.53795345871966,-0.830580867553167,-0.345581152088754,-0.812515991400358,0.0929436843553856,-0.911274596628853,-0.980568527581794,-0.931342242607859,1.14870803861158,-0.00113747256808086,1.94459512446271,-0.337494438113354,0.0977824413820303,0.191340170313095,-0.557408957656759,1.18647063382768,-0.999399651396682,-0.462613058242986,0.675546681746387,0.709853072535313,2.84835715498429,-0.764255100552993,-0.985000577833768
"UQCR-C2","FBgn0250814","UQCR-C2","3L","Complex III",1.48431331756017,1.58784177198502,1.56366195974219,0.981490660633424,1.23310242765473,0.902652779946848,-0.706730975473723,-1.56059294829034,-0.189145146258624,0.281897014925521,-1.16240678755358,1.53359480077996,-1.33018192316042,0.108943005123508,0.379466012462387,0.264210192707757,0.77083817490542,-0.935559238563613,-0.412540741153607,0.98548060467867,0.641493276221036,-0.532583212375325,-0.679591439940357,-0.880366227499145,-0.496620243199154,-1.04747519581889,-0.747679841691717,0.4508884817628,-1.1055164207176,-1.38288413939336
"UQCR-11","FBgn0260008","UQCR-11","3L","Complex III",-0.188797374370505,-0.453024861906469,-0.23772465390263,-0.483058417591006,-0.473651818984939,-0.629661498435221,-1.23771630114611,-0.0755677550223876,-0.780539425861542,-0.765860460311726,0.502502684672242,-0.388878675744792,0.789192041574264,-0.925020351686662,-0.985314233944478,1.29429456768705,-0.699061962368345,2.35617485988233,0.361970042238012,-0.71685085328186,-0.763619141528997,0.328417510238503,-0.204524443020509,0.777312232355949,0.271454563607909,1.56828442944847,-0.0716557839628084,2.98517168779957,-0.103386969451381,-1.05085963698193
"COX1","FBgn0013674","COX1","mt","Complex IV",0.854339763882118,0.996101351067547,0.912851485218799,0.88219855227489,0.780920785041183,0.845826712992977,0.567315576611613,-0.0133929894826279,1.04010541164326,0.693262982388313,-0.363563342544876,0.940274971487589,-1.61966059639472,0.480328528957097,-0.110573110589641,-0.680220086687482,0.762612893326091,-0.704008123219279,-0.407903615814102,0.844179204367059,0.805675580419169,-0.00388832246742839,-2.68981133135089,1.03164931476417,-0.798932343700921,-1.39794088092652,-0.201124620194471,-1.23186708925332,-1.65672391558382,-0.55803274623179
"COX2","FBgn0013675","COX2","mt","Complex IV",1.36422759263357,1.29319958888211,1.30352206021806,1.12274934593461,1.0744708450626,1.04874547914012,0.466526089041757,0.00281010408693674,0.815268116518808,0.609122657908561,-0.432459537840614,0.954879427861806,-0.396703719018511,0.860194385895529,0.481031243371284,-0.584704418782197,-0.508588693241625,0.562947648209899,-1.00406436227772,-0.175232534284353,-0.0639259097300335,-0.987077060326531,-2.68717028407759,0.426612654057995,-1.5428565005554,-0.440990755761327,-0.414948897473267,-0.84466727704633,-1.55254035366443,-0.750376934743712
"cype","FBgn0015031","cype","2L","Complex IV",-0.130989694671831,-0.178754390460467,-0.111340741971789,-0.317889472224393,-0.193741680728911,-0.326385034346913,-1.23253189927311,-0.743501245295059,-0.944576844622212,-0.775454737585368,-0.301879770395113,0.0238843145852204,-0.0470935544591447,-0.844800592806784,-0.776781279190399,1.07648249953416,-0.55017320454489,2.88432008739412,-0.105111195212409,-0.35035695758094,-0.409752750136474,-0.0450434355822079,1.24317371146725,-0.303730365390336,-0.203998865377497,1.40659788323955,0.256243098345052,3.00485289217257,-0.066077176538688,-0.935589598343004
"COX5A","FBgn0019624","COX5A","3R","Complex IV",0.799658262074636,0.599035941289737,0.566425021963699,0.445678846203351,0.684820230456233,0.282293875498413,-1.63483571870151,-1.17805813463204,-0.941372013632523,-0.470536022722817,-0.573047112093415,0.337690005246601,-0.853619507472742,-1.07276584544592,-1.07362872406475,1.38775763220492,-0.248401203769971,1.51859778627579,0.0616121846575177,0.152880096498985,0.100363839209676,-0.448441099852139,1.6018238309412,-0.718218912023747,-0.248479757685246,0.580898518057498,-0.0673931111611237,2.7434753452365,-1.06106615310665,-1.27314809945016
"COX6B","FBgn0031066","COX6B","X","Complex IV",0.105870512683643,0.19557764292691,0.293321228376855,-0.0360375209889237,0.0622704617696652,0.0384080700124,-1.43616360364711,-1.03212039885459,-1.22522717620978,-0.545851678655008,-0.418150265813523,-0.0755704556671987,-0.545598245154349,-0.92340487116063,-0.771290994335485,1.38132856526908,-0.36316129520957,3.13276956071429,0.351501194675196,0.0299018667552332,-0.155933744350853,-0.404431169960114,0.257323198849765,-0.801056957596586,-0.299816267618453,1.3125170507707,0.493580414712527,2.48231953564209,-0.161341099213908,-0.94153355872228
"COX5B","FBgn0031830","COX5B","2L","Complex IV",0.97063528488101,0.656907580934008,0.65533740124041,0.344157658400856,0.354720043832502,0.308678621971764,-1.81192504766945,-0.833928627836249,-1.05367392670596,-0.598659080839426,-0.230864448207568,-0.0354466188800376,-0.752783663410735,-1.25043741451602,-1.30451283138749,2.00103258473083,0.0549708530624935,1.61046994814044,0.746805152516257,-0.0444154501300702,-0.036002336234484,-0.143013029764217,0.629508111756732,-0.379819122582584,-0.0464596400754166,0.867051623234256,-0.326995569120987,2.29524904886209,-1.03208003511331,-1.61450707108966
"COX4","FBgn0032833","COX4","2L","Complex IV",1.55536654575445,1.18108707876851,1.33122886800764,1.22025961448387,1.19532148592471,0.852484637154628,-1.69875563681511,-1.4938622697706,-0.983612520102743,-0.503508242629201,-0.761513691474826,0.943297249206487,-0.861386456213254,-0.534754346698984,-0.484666065285846,1.13586308570158,0.035533954952816,-0.131961298539746,0.24858639205816,0.652243944033288,0.788175571098575,-0.463073753351695,0.413229584516233,-0.901688692979853,-0.776345328640493,-0.405410396991862,-0.781548041714165,1.65912124511753,-1.22728564080704,-1.20242687476307
"levy","FBgn0034877","levy","2R","Complex IV",1.50938177261135,0.94666665762718,1.12133050778226,0.859161231720338,1.05130084909288,0.820027097208395,-1.51223729220018,-1.75984233836191,-0.883144594673735,-0.113538097566722,-0.871676455021413,1.09170342562814,-1.40017249637212,-0.669012514688657,-0.603244091364395,0.924912297143732,0.321007074749881,0.367727637988292,-0.332159306030748,0.891665582266878,0.906401121395634,-0.865693742511607,-0.031785532794021,-1.1324922262263,-0.697212870882792,-0.0635467772454571,0.227800006926527,1.92089612132378,-1.10630134056611,-0.917921706959096
"COX7A","FBgn0040529","COX7A","3R","Complex IV",0.62625897892597,0.216034572662445,0.239177853817469,0.470331183109619,0.60212781706857,0.648098290626459,-2.409098746022,-0.979416866488718,-0.835135976649115,-0.100556005649531,0.184088114700277,0.574382441452663,-1.14905910129787,-1.36783107411913,-1.44464603183834,1.60837126467724,-0.426460307513577,1.93706570869517,0.755650908403352,0.328110404966525,0.392002576379449,0.535981961329571,0.208820818259064,-0.0255005362790211,0.32282961828306,1.46736116838689,0.57818882566637,-0.103043965696028,-1.31023893166481,-1.54389496419202
"COX7C","FBgn0040773","COX7C","2R","Complex IV",0.0778734262817266,-0.154584688483947,-0.0411238087587855,-0.404554522559246,-0.410528453135831,-0.512879300223439,-1.29135559257596,-0.497586193459935,-1.12272948420573,-0.854699083243718,0.166110105591427,-0.218652002362739,-0.0615146039638646,-1.10237124709094,-0.955777748499555,1.65666798114832,-0.604556222212134,1.92730592982225,0.358680999338114,-0.588677677540004,-0.629659914871878,0.210300656683251,2.48360733449937,-0.104572517988644,0.0499670601633362,1.38376440029662,-0.110401988947408,2.21907132979485,0.31127565640268,-1.17839982989819
"CG7630","FBgn0040793","CG7630","3L","Complex IV",0.461817802683058,0.257267029678984,0.381783583361864,-0.175206574234456,-0.0471533475311479,-0.196890754569237,-1.66609624122502,-1.03009058566143,-1.03992105227489,-0.765613902077431,-0.163216220068534,0.254236140694074,-0.364805435460432,-1.2634383127918,-1.06591108736761,1.463542025779,-0.223839031279349,1.8549904893951,0.197542009502064,-0.106032946280695,-0.244797613917776,0.260570927910588,2.2067850713348,-0.132346922747944,-0.163299176987421,1.12719623290621,0.0653940518546635,2.33453293179575,-0.849585742252726,-1.36741335016826
"ND-MLRQ","FBgn0052230","ND-MLRQ","3L","Complex IV",-0.0394916399280314,-0.0943325518457032,0.00820287161611926,-0.133000572709787,-0.0725501686891176,-0.265849044642904,-1.36511715706631,-0.564511216582561,-0.969587835621592,-0.726895411080707,0.151724509208035,-0.282849953548741,-0.0221133888951623,-0.882098689392744,-0.937095900674314,1.26333429670243,-0.422391863039125,1.57920947943035,0.732555402615603,-0.243051110774183,-0.22776327558808,0.259029536864935,-0.081607694387579,0.112273262022256,0.161104617039399,0.721885948919005,-0.46152597138912,4.09932089553922,-0.451243777698146,-0.845563596403451
"CG34172","FBgn0085201","CG34172","2L","Complex IV",0.414156084676297,0.275259534084303,0.357973445070942,-0.242254314996709,-0.287979517656519,-0.274229314459784,-0.510949984224341,-0.318429179179447,-0.714341238187601,-0.555444968139853,0.0545747140176617,-0.326082628919619,-0.264744508274264,-0.618540610036384,-0.542427467452954,1.58764861493949,-0.280223786442822,1.45290946599753,0.0106886254292399,-0.562473867397412,-0.576370508640603,-0.523416527624122,-0.121522448050968,-0.53574144987235,-0.315993601855692,0.255178063729123,-0.540959153662496,4.40378752373363,0.062117402652236,-0.762168399256516
"CG42376","FBgn0259722","CG42376","X","Complex IV",0.785962680921153,0.538277580582105,0.358706136276372,-0.323837908769183,-0.82070070515581,-0.520713312251392,-0.484202928224701,-0.310960888650522,-0.911209012320631,0.0811496629259571,0.501966841518458,0.494708571620657,-0.663872613040404,-1.3593516875156,-1.34832965836282,2.1343012133324,-0.153346095199435,2.85871303212236,-0.277568548650535,-0.858134754765243,-1.28672329101617,0.0582786856511002,0.0605936097253967,0.0524760932620113,0.571160078707252,1.7712268681378,0.254762117426501,0.697280599151075,-0.735439458033192,-1.16517290940496
"COX8","FBgn0263911","COX8","3L","Complex IV",1.14822747977514,0.771135108398024,1.07821671301815,0.151180816164924,0.511181608383399,0.23971778256936,-2.13706505167645,-1.25050185713306,-1.12269511573942,-0.474809244178267,0.247169982502958,0.543197339969284,-0.388791464948473,-1.14154153140245,-1.007257709333,1.7730762811006,-0.325321487241938,0.445655580925347,0.533538180905378,-0.370257722875024,-0.191306664358065,0.0879200537982487,2.11899623020398,-0.274863813796615,-0.162192449233325,0.749824364570138,0.0802080025069469,1.31108467634173,-1.38714225365667,-1.55658383556087
"ATPsynbeta","FBgn0010217","ATPsynbeta","4","Complex V",1.43012214770729,1.32759640040551,1.23003823499769,0.517218184646351,0.490268517225288,0.386485531691863,-1.40937423367888,-0.604534083041915,-0.465386992719665,0.0260937303530259,0.423056133409957,0.545877851901298,-0.230805744795383,-0.84844146257585,-0.951082525346212,0.777506025931768,0.9632367253878,-0.888428884571409,0.668983633586343,0.108895417785373,0.0628128327117786,0.791610824954854,1.86665803075565,0.35659377341547,0.607093628281108,-1.06973791609273,-1.10919795291296,-1.31913780399348,-1.78846357550281,-1.89555644991713
"ATPsynG","FBgn0010612","ATPsynG","2L","Complex V",0.0273115176265145,-0.170715699006355,-0.185808312052704,-0.145120779042356,-0.297701842638635,-0.293093551045481,-1.45237982990488,-0.627683477261974,-1.22824267789193,-0.739458596441387,0.228096352709218,-0.211763478752374,-0.128475267881294,-1.0638380272375,-0.965886841405474,1.67480087760822,-0.793679880725362,1.99808334649919,0.791835567896991,-0.619658122995233,-0.60795851310409,0.493221396929911,1.59664982408501,0.0439341730965285,0.164081207219264,1.09434985430901,-0.318115951605165,2.77829049364526,0.117551828484017,-1.15862559111693
"blw","FBgn0011211","blw","2R","Complex V",1.18503853936919,1.22097697480162,1.28195696824764,0.726514124736656,0.856348073884367,0.643998522683758,-1.6634986043416,-1.42530888663266,-1.03440939747194,-0.231872277104002,-0.412261410571934,0.589448089713243,-1.12004235499788,-0.897607811181582,-0.990864205976539,1.23855188517593,0.431658343017141,2.17226195079601,0.477544403280499,0.401239104399309,0.378784579389859,-0.066928013529899,0.554883139484124,-0.565641617648494,-0.0317719426021524,-0.1133551601447,-0.474505684258717,0.0334700477459387,-1.1067671500712,-2.05784023019198
"ATP6","FBgn0013672","ATP6","mt","Complex V",0.592505678323107,0.611262667911621,0.63125942616344,0.821170854142113,0.826233352469384,0.776300695751359,1.98944940367373,-0.904456685960624,1.61821922493814,0.784847906781024,-1.07700500419945,0.996777346306655,-1.16064420934937,1.07575014529395,0.873584521259107,-1.07001317224585,0.276674318741924,-1.10601986250625,-1.11760700129421,0.504403945479048,0.535751799393926,-1.05830016000004,-1.18048996367796,-1.00531062425135,-1.13070940235789,-1.12299171204995,0.60093025891867,-0.955248637524853,-0.911822867276503,0.285497757147101
"sun","FBgn0014391","sun","X","Complex V",0.865385657487309,0.605112540192289,0.37686297255374,-0.184734319933959,-0.194027037423328,-0.340488008234608,-1.54018364646878,-0.781911533600119,-1.06680681015509,-0.46400023138078,0.133251606236765,-0.00382185780308065,-0.651446924222422,-1.21820024881042,-1.37592225891407,2.2358249568791,0.0300316875254202,2.63841508437773,0.141666414515292,-0.378490579624429,-0.410581703054365,0.206693244843263,0.829459534262177,-0.27731811489258,0.243294938987657,1.75167054852848,0.721161916113524,0.307304258134267,-0.834258543832082,-1.3639435422869
"ATPsynCF6","FBgn0016119","ATPsynCF6","3R","Complex V",0.436375577745467,0.232421342784451,0.370276186317792,-0.150905741491917,0.10918946047009,-0.104962807042196,-1.51396055402848,-1.03395430364279,-0.991001240461906,-0.580477227131011,-0.596870134451285,0.0824292560797677,-0.798581820950409,-1.07477322991832,-1.0729901301645,1.51812676262186,0.103465773902183,2.59059388255496,-0.143555822539093,0.119391222736904,-0.0425563556269905,-0.265151977551701,1.23811231757173,-0.564805646980747,-0.168881728975427,1.13920699509771,0.670718881082697,2.43133187347053,-0.838801971740338,-1.09940883973903
"ATPsynD","FBgn0016120","ATPsynD","3R","Complex V",0.79185031345138,0.79664362649477,0.797201043851879,0.495270818787128,0.74043969381341,0.470298464149681,-1.6205280924823,-1.44705647641841,-1.08485699600722,-0.36502831409067,-0.607912687055216,0.636556498165421,-0.956117687252313,-1.11785191088596,-0.938428162582948,1.20406414359848,0.0633954795834667,1.53135371216477,0.0809262021701675,0.396785376032194,0.450666421516074,0.0133813028121809,0.3063941222819,-0.620888461652961,-0.254278970938492,0.507609585172576,-0.0911448879256707,2.67072258942381,-1.23756015536554,-1.6119065908116
"ATPsynO","FBgn0016691","ATPsynO","3R","Complex V",1.03470235496548,0.783070114041325,0.899467096511442,0.50520245150527,0.808342336750351,0.484605886263007,-1.84783127202087,-1.44168743437543,-0.938163576802312,-0.473445438480048,-0.365054024993608,0.66010042941451,-0.976318771871116,-1.08262004929505,-1.11961652578645,1.2942749700516,0.223574481486495,1.27240239352528,0.118729167302413,0.163356715651232,0.236657656282946,0.18811965723581,0.970461218510052,-0.405698111934033,-0.456414260796822,0.418798292651547,-0.480234717380147,2.35931987394745,-1.27718683003089,-1.55691408232944
"ATPsynB","FBgn0019644","ATPsynB","3L","Complex V",1.09529327074439,0.811141219700638,0.913321366228865,0.255643758211984,0.445373686470477,0.109484108579505,-1.93221040679729,-1.26845048630963,-1.2988053962939,-0.751932291884022,-0.395211513717433,0.409667661971866,-0.98361103059229,-1.2151990848218,-1.05081350002392,1.79091244331747,0.201941182950178,2.13880400838203,0.416939590371333,0.348424602846743,0.234357357049957,0.0261443937891818,0.93177087638358,-0.640544187625774,0.0470521541914556,0.553660610386805,-0.276864258268615,1.33671233698243,-0.67749572441977,-1.57550674780446
"ATPsyngamma","FBgn0020235","ATPsyngamma","3R","Complex V",1.21680223841863,1.15511420940459,1.18912276338248,0.943772197874262,0.945830085725861,0.813680469191592,-1.79559845710177,-1.55496716048892,-0.751151818986809,-0.229680803090239,-0.876435200173248,0.803926069678918,-1.00974800129427,-1.15110995165015,-1.15480226474143,0.994245717971484,0.37463332658156,1.32020396465844,0.430167883643814,0.828982601711821,0.5756388561117,-0.145249272258445,1.14499128798961,-0.579378158838456,-0.532500217719363,0.14580899069241,-0.21138388518586,0.213445726486326,-1.63931959056632,-1.46504160742823
"ATPsyndelta","FBgn0028342","ATPsyndelta","X","Complex V",1.40910590198458,1.25140846325401,1.2732386235476,-0.163768309659822,-0.0382373185940368,-0.0407482444077128,-1.47188702138012,-0.913300127183045,-0.29076084158873,0.166953729396314,-0.154370986296976,0.912684457221643,-1.24762605512073,-1.37864659711821,-1.50311569162459,1.27532300586125,0.53089926126578,1.67432810568256,-0.23731333464323,-0.361021284142787,-0.184071410262078,0.613609444123681,1.18110154962241,0.213841807168149,0.200267020390743,0.647759220540911,-0.0116314443063778,0.320605311105194,-1.68337696707584,-1.99125026776054
"ATPsynF","FBgn0035032","ATPsynF","2R","Complex V",0.837492606784398,0.961207059193419,0.95531758436771,0.500557091092899,0.728721694053564,0.327444278585991,-2.03219890374262,-1.41231606417187,-0.733015003862811,0.0609076910841981,-0.314527870898771,1.09572100324393,-0.746025777795707,-1.06181010365875,-1.20549399759145,1.41851907484064,0.158581244220337,0.750920530066851,-0.00648091821984186,0.456721427372745,0.286084330283919,0.273693192673685,2.60982269602842,-0.465392073053266,-0.110861813811474,-0.174391373018597,-0.328396498397352,0.0488006549770051,-1.14176618386349,-1.73783557678371
"ATPsynE","FBgn0038224","ATPsynE","3R","Complex V",0.284413396118093,0.230434072630679,0.379912862165193,-0.247260933903493,0.054138974772607,-0.0739108918783397,-1.30269957869063,-0.981851351524754,-0.846791576820581,-0.569186134487624,-0.480332300819364,0.263673624385865,-1.06578788816975,-1.08661876129011,-1.06371893250726,1.84762873491797,-0.156128757624788,2.46020966790129,0.291480722836578,0.0905264113177033,-0.0723536366275396,0.0209653254905974,-0.80565938722074,-0.403481578683292,0.0452319516323628,1.5897026422899,0.801978267525284,2.41579281765893,-0.32071874409747,-1.29958901729732
"ATPsynC","FBgn0039830","ATPsynC","3R","Complex V",1.16315160994965,1.15769704803682,1.3060923701775,0.85548009505998,1.07050909832916,0.929855577146221,-1.75461480099091,-1.64333846027807,-1.36714018642117,-0.552601321508079,-0.346998559958965,0.160316168823702,-0.810558491823397,-0.978653719046156,-0.828953323262431,1.82837369594058,0.261274442784273,1.84186884856927,0.564658209962832,0.377566479975111,0.375886705892982,-0.180422697045773,0.209937781992093,-0.47366914943836,-0.238714966868431,0.250158067922504,-0.094851167863967,-0.613440867001018,-0.920699665922988,-1.54816882313296
"Neb-cGP","FBgn0083167","Neb-cGP","X","Complex V",-0.0413942269168325,-0.268546343220988,-0.305101254660603,-0.49733023748439,-0.452850694109985,-0.473961035817836,-1.19242734363675,-0.658007356180893,-1.15740326197921,-0.443442798040616,0.0387129254413756,-0.243961674404575,-0.15924111091281,-0.991442972492837,-0.925249894379769,1.65040531451134,-0.56229980983393,2.56085355945488,0.227409194806545,-0.481860726092982,-0.613170569569359,0.099631228175019,1.48378368678673,-0.121666937927012,-0.05252518057787,1.60766619349275,0.408544722981602,2.56721155019226,0.00288845848190945,-1.00522340608515
